age,job,marital,education,default,balance,housing,day,month,duration,loan
44,blue-collar,married,primary,no,6,no,10,jul,338,no
34,blue-collar,married,primary,no,15841,yes,20,apr,423,no
32,housemaid,married,primary,no,51,yes,12,may,324,no
52,management,married,secondary,no,0,yes,27,may,62,yes
60,retired,divorced,primary,no,-79,yes,29,jan,192,yes
30,services,single,secondary,no,1881,no,26,jun,29,yes
48,blue-collar,married,primary,no,456,yes,19,may,289,yes
39,management,married,primary,no,1873,no,9,jun,161,no
59,management,divorced,tertiary,no,0,yes,31,jul,52,no
42,admin.,married,secondary,no,445,yes,7,may,202,no
77,retired,married,secondary,no,2123,no,4,feb,141,no
29,technician,married,secondary,no,767,yes,5,feb,253,no
49,technician,divorced,secondary,no,229,no,8,aug,219,no
57,retired,married,secondary,no,3783,yes,6,jun,198,no
37,blue-collar,married,secondary,no,140,yes,7,may,490,yes
35,technician,married,secondary,no,6,yes,11,may,204,no
63,retired,divorced,secondary,no,859,no,13,feb,92,no
37,technician,married,secondary,no,261,no,29,aug,301,no
37,services,married,secondary,no,50,yes,8,may,352,no
52,admin.,married,secondary,no,-462,yes,9,feb,172,no
60,retired,married,secondary,no,0,no,5,aug,143,no
36,technician,married,secondary,no,283,yes,27,jun,56,yes
48,self-employed,married,secondary,no,91,no,21,aug,136,no
47,entrepreneur,married,tertiary,no,0,no,18,nov,103,no
56,management,divorced,tertiary,no,442,no,28,may,77,no
45,blue-collar,married,secondary,no,0,no,30,jul,25,no
53,housemaid,married,secondary,no,1182,yes,7,sep,82,no
56,blue-collar,married,secondary,no,316,yes,19,may,27,no
59,technician,married,secondary,no,316,no,14,aug,200,no
34,management,married,tertiary,no,402,no,26,may,147,no
45,unemployed,single,primary,no,8725,no,8,jul,286,no
32,technician,married,unknown,no,102,yes,21,may,12,no
60,self-employed,married,secondary,no,0,no,6,jun,97,no
54,blue-collar,divorced,secondary,no,615,no,20,nov,230,yes
41,services,married,secondary,no,0,yes,5,may,114,no
44,blue-collar,married,secondary,no,3060,yes,20,apr,87,no
40,technician,married,secondary,no,990,yes,6,feb,252,no
40,services,divorced,primary,no,1937,yes,2,jun,86,no
29,technician,married,secondary,no,428,no,14,jul,131,no
28,technician,married,secondary,no,655,yes,9,may,179,no
35,management,married,tertiary,no,16,no,19,nov,185,no
33,management,married,tertiary,no,2044,yes,15,may,102,no
33,management,single,tertiary,no,20,no,21,aug,329,no
50,retired,married,primary,no,29,no,20,jun,135,no
56,management,married,primary,no,-155,yes,17,nov,282,no
37,management,single,tertiary,no,340,no,11,aug,90,no
53,technician,married,secondary,no,1776,no,18,jun,443,no
27,blue-collar,single,secondary,no,23,no,26,feb,590,no
46,technician,married,secondary,no,863,yes,3,feb,67,no
36,blue-collar,divorced,secondary,no,7051,no,15,jul,106,yes
37,admin.,married,secondary,no,1049,no,31,jul,126,no
28,admin.,married,tertiary,no,174,yes,11,feb,56,yes
40,blue-collar,married,primary,no,137,no,10,jul,214,yes
48,blue-collar,married,primary,no,783,no,6,aug,90,yes
46,services,married,primary,no,116,yes,18,may,267,no
39,technician,married,primary,no,2118,yes,17,apr,266,no
37,management,single,tertiary,no,10269,yes,18,may,28,no
26,admin.,single,secondary,no,141,yes,18,may,19,no
35,blue-collar,divorced,primary,no,13,no,9,jul,364,yes
37,management,single,tertiary,no,0,no,7,jul,643,no
32,entrepreneur,married,secondary,no,1996,yes,18,nov,271,no
31,admin.,single,secondary,no,1129,yes,18,may,145,no
36,housemaid,single,tertiary,no,561,no,6,jun,274,no
36,management,married,tertiary,no,539,no,11,aug,176,no
38,services,married,secondary,no,-349,yes,20,apr,111,no
45,admin.,married,secondary,no,6971,no,22,may,119,no
58,housemaid,married,tertiary,no,497,no,11,jun,138,no
34,management,married,tertiary,no,362,yes,30,may,38,no
51,blue-collar,married,primary,no,4497,yes,15,may,276,no
38,technician,single,tertiary,no,2496,no,17,jun,193,no
73,retired,married,secondary,no,2850,no,8,oct,512,no
57,technician,married,primary,no,0,no,5,jun,58,no
45,management,married,tertiary,no,1199,no,3,feb,221,no
34,technician,divorced,tertiary,no,66,no,5,feb,102,yes
48,admin.,married,unknown,no,3756,no,14,aug,65,no
39,blue-collar,single,secondary,no,1170,no,6,jun,383,no
35,technician,married,tertiary,no,944,no,8,aug,351,no
58,management,divorced,tertiary,no,50,yes,3,jun,109,no
36,management,single,tertiary,no,171,no,17,jun,398,no
43,services,married,secondary,no,122,yes,5,may,355,no
34,blue-collar,divorced,secondary,no,1780,yes,2,jun,187,no
52,technician,married,secondary,no,136,no,28,aug,88,no
36,unknown,married,secondary,no,179,no,8,aug,14,no
32,blue-collar,single,secondary,no,232,no,13,dec,232,no
23,student,single,tertiary,no,82,no,4,may,289,no
57,blue-collar,married,primary,no,630,yes,29,may,52,no
43,blue-collar,married,primary,yes,1202,no,30,may,295,no
33,admin.,single,tertiary,no,867,yes,14,apr,247,no
45,management,divorced,tertiary,no,6200,no,29,jul,103,no
31,admin.,single,secondary,no,-422,yes,18,may,64,no
41,self-employed,single,unknown,no,426,yes,19,jun,75,no
47,management,divorced,tertiary,no,107,no,15,may,246,no
39,services,divorced,secondary,yes,-96,yes,12,may,38,yes
47,blue-collar,married,secondary,no,581,yes,26,aug,79,no
57,technician,married,secondary,no,402,yes,6,may,153,no
52,blue-collar,married,secondary,no,555,yes,12,may,314,no
45,admin.,married,secondary,no,67,no,5,feb,326,no
42,management,married,tertiary,no,72,yes,20,apr,124,no
32,self-employed,married,secondary,no,1942,yes,30,may,84,no
31,technician,single,secondary,no,373,no,22,aug,346,no
25,blue-collar,single,secondary,no,84,yes,18,may,6,no
30,technician,married,secondary,no,394,no,22,aug,216,no
33,blue-collar,married,primary,no,925,no,20,nov,884,no
29,blue-collar,married,secondary,no,0,yes,11,may,116,no
55,retired,married,secondary,no,6690,no,30,apr,534,no
51,admin.,married,secondary,no,4178,yes,30,may,556,no
68,retired,married,secondary,no,20723,yes,28,apr,318,no
29,services,single,secondary,no,887,no,4,feb,343,no
35,self-employed,married,secondary,no,598,yes,20,apr,245,no
38,technician,married,secondary,no,1,yes,21,nov,57,no
39,management,divorced,secondary,no,4314,yes,20,nov,141,no
47,technician,married,tertiary,no,2155,no,20,jun,178,no
22,management,single,tertiary,no,760,no,7,dec,6,no
44,admin.,married,secondary,no,1248,yes,8,may,428,yes
38,technician,single,tertiary,no,5122,yes,20,nov,370,no
56,services,divorced,secondary,no,191,no,23,jul,335,no
56,management,married,secondary,no,230,no,9,may,73,no
54,management,divorced,tertiary,no,7010,no,11,mar,275,no
39,services,married,secondary,no,1970,yes,8,jun,30,no
36,blue-collar,married,secondary,no,3935,yes,27,may,220,yes
42,admin.,married,secondary,no,437,yes,11,aug,120,no
51,technician,divorced,secondary,no,2323,yes,18,aug,151,yes
32,management,married,tertiary,no,2213,no,29,jan,125,no
31,management,married,tertiary,no,84,no,1,jul,143,yes
23,technician,single,secondary,no,4545,no,3,jun,200,no
21,student,single,unknown,no,200,no,1,jun,8,no
45,admin.,single,secondary,no,206,yes,5,may,193,no
51,technician,married,secondary,no,2937,no,21,nov,30,no
36,unemployed,single,tertiary,no,221,no,3,feb,225,no
56,blue-collar,married,secondary,no,1521,yes,21,nov,19,yes
41,technician,married,secondary,no,102,yes,14,may,387,yes
57,retired,married,secondary,no,519,yes,3,jun,393,no
55,blue-collar,married,secondary,no,660,no,5,jun,348,no
34,management,divorced,tertiary,no,500,yes,29,may,399,no
32,admin.,married,secondary,no,1661,yes,5,feb,76,no
41,blue-collar,single,unknown,no,961,yes,29,may,117,no
32,admin.,divorced,secondary,no,-273,yes,5,may,64,no
53,management,married,tertiary,no,7067,no,6,jun,82,no
43,blue-collar,married,unknown,no,285,yes,15,may,22,no
27,services,married,secondary,no,221,no,7,jul,554,yes
48,technician,single,secondary,no,479,no,20,may,148,no
33,services,single,tertiary,no,1595,yes,26,may,296,no
41,management,married,tertiary,no,65,yes,6,may,524,no
33,admin.,married,tertiary,no,640,no,24,jul,318,no
25,management,single,tertiary,no,490,no,7,sep,394,no
38,management,married,tertiary,no,1440,no,11,aug,111,no
43,self-employed,married,secondary,no,918,yes,6,may,193,no
56,management,single,tertiary,no,6507,yes,29,jan,134,yes
28,services,married,secondary,no,4,yes,27,jun,133,no
52,self-employed,married,tertiary,no,2289,yes,21,nov,81,yes
32,management,single,tertiary,no,131,no,3,jun,267,no
33,services,single,secondary,no,1852,no,25,feb,371,no
31,technician,single,tertiary,no,-749,yes,29,jul,82,yes
54,technician,married,secondary,no,719,yes,2,feb,242,no
36,technician,married,secondary,no,4613,no,2,apr,320,no
40,admin.,single,secondary,no,664,no,19,nov,188,no
32,admin.,single,tertiary,no,291,no,28,jan,223,no
27,student,single,tertiary,no,24,yes,2,feb,344,no
42,technician,single,secondary,no,823,yes,28,jan,137,no
30,management,married,tertiary,no,1235,yes,28,jul,104,no
43,technician,single,secondary,no,1195,yes,15,may,516,no
44,management,married,unknown,no,21,no,24,aug,323,no
46,technician,married,secondary,no,363,yes,6,aug,209,no
36,blue-collar,single,secondary,no,0,no,19,jun,238,no
44,blue-collar,single,primary,no,0,yes,24,jul,184,no
30,management,single,tertiary,no,136,yes,23,may,152,no
34,admin.,single,secondary,no,846,yes,17,apr,758,no
20,student,single,primary,no,0,no,1,feb,143,no
31,services,married,secondary,no,505,no,11,jul,773,no
34,blue-collar,married,primary,no,3986,yes,17,apr,345,no
27,technician,single,tertiary,no,11862,no,25,may,281,no
47,management,married,primary,yes,145,no,1,jul,163,yes
56,management,divorced,tertiary,no,2037,no,6,may,160,no
45,technician,divorced,secondary,no,441,yes,2,feb,535,no
35,blue-collar,married,primary,no,105,yes,8,may,369,no
32,technician,married,secondary,no,465,yes,12,may,210,no
44,entrepreneur,married,secondary,no,320,yes,5,feb,269,yes
38,services,married,secondary,no,-762,yes,30,may,408,yes
32,management,single,tertiary,no,316,yes,29,jan,215,no
58,admin.,married,unknown,no,903,no,28,jan,56,no
35,management,single,tertiary,no,123,yes,9,may,83,no
40,blue-collar,married,secondary,no,273,yes,19,jun,1082,no
36,technician,married,secondary,no,1345,yes,30,may,231,no
52,blue-collar,married,secondary,no,1027,no,23,jul,59,no
35,technician,single,secondary,no,1855,yes,7,may,138,no
38,services,single,secondary,no,1315,no,20,jun,23,no
43,admin.,married,secondary,no,59,yes,15,jul,60,no
43,admin.,married,secondary,no,2682,no,30,jul,103,no
35,management,married,tertiary,no,2682,yes,9,jul,156,no
40,services,married,secondary,no,3164,yes,3,apr,329,no
49,technician,divorced,secondary,no,342,no,19,nov,58,yes
35,services,single,secondary,no,1742,yes,31,jul,39,no
42,technician,divorced,secondary,no,-106,yes,29,may,95,no
29,unemployed,single,unknown,no,67,no,28,jan,330,no
26,technician,single,secondary,no,430,no,5,feb,450,no
44,blue-collar,single,primary,no,-234,yes,15,may,71,yes
29,management,single,tertiary,no,0,yes,13,may,155,no
36,blue-collar,married,secondary,no,-206,yes,8,may,177,no
30,technician,single,secondary,no,656,no,4,jul,523,yes
52,retired,married,secondary,no,603,no,9,jun,79,yes
55,admin.,married,secondary,no,1102,yes,15,may,126,no
30,services,single,secondary,no,117,no,28,jan,135,no
29,technician,single,secondary,no,-13,yes,14,may,512,no
27,admin.,single,tertiary,no,1993,yes,5,may,102,no
58,retired,divorced,unknown,no,5920,yes,21,nov,96,no
33,services,married,secondary,no,881,yes,21,may,67,no
48,admin.,married,secondary,no,0,yes,17,jul,109,no
39,housemaid,married,secondary,no,953,no,30,jan,23,no
55,blue-collar,married,primary,no,781,yes,3,feb,112,no
40,blue-collar,single,primary,no,1530,yes,20,apr,8,no
33,management,single,tertiary,no,2667,yes,18,may,57,no
56,admin.,married,secondary,no,5310,no,19,jun,74,no
42,blue-collar,married,secondary,no,1468,yes,28,may,136,no
43,unknown,married,primary,no,0,yes,9,jul,132,no
41,management,married,tertiary,no,144,no,27,feb,123,no
58,admin.,single,secondary,no,247,no,20,jun,66,yes
29,blue-collar,married,primary,no,258,yes,26,may,130,no
38,management,married,tertiary,no,595,yes,18,nov,70,no
49,blue-collar,divorced,secondary,yes,259,no,16,may,283,no
55,self-employed,married,secondary,no,2408,no,9,apr,327,no
53,management,married,tertiary,no,1356,yes,5,aug,397,no
56,admin.,married,secondary,no,292,yes,28,may,228,no
31,management,single,tertiary,no,2384,yes,14,apr,608,no
29,technician,single,secondary,no,307,yes,3,feb,216,no
48,admin.,married,secondary,no,292,yes,29,jul,164,yes
43,blue-collar,married,primary,no,3131,yes,3,jun,441,no
29,technician,married,secondary,no,0,no,12,may,33,no
39,management,single,tertiary,no,2258,yes,31,jul,255,no
53,management,married,tertiary,no,1348,no,17,jul,120,yes
48,blue-collar,married,secondary,no,741,yes,16,apr,227,no
34,management,married,tertiary,no,0,no,22,apr,176,no
52,management,single,tertiary,no,741,no,7,aug,63,no
30,admin.,married,secondary,no,521,yes,19,nov,648,no
45,entrepreneur,married,primary,no,5315,yes,15,may,262,yes
54,management,married,secondary,no,1660,no,20,nov,337,no
44,self-employed,married,unknown,no,163,yes,12,aug,44,no
35,entrepreneur,married,secondary,no,1163,yes,20,may,284,no
34,technician,single,tertiary,no,122,no,27,may,73,no
22,student,single,unknown,no,1,no,15,jun,263,no
65,retired,married,primary,no,493,no,16,oct,622,no
49,management,married,unknown,no,0,no,19,nov,99,no
38,management,single,unknown,no,715,yes,2,apr,951,no
28,technician,single,tertiary,no,558,yes,15,may,300,no
33,technician,married,tertiary,no,16992,yes,29,may,58,no
34,management,married,tertiary,no,179,yes,20,nov,184,no
26,student,single,unknown,no,198,no,5,feb,161,no
37,blue-collar,married,primary,no,152,yes,17,apr,252,no
40,blue-collar,married,primary,no,2805,yes,14,may,173,no
28,services,single,secondary,no,6332,yes,7,may,149,no
31,technician,married,secondary,no,2420,yes,19,nov,166,no
42,management,married,secondary,no,580,no,22,aug,67,no
34,technician,divorced,secondary,no,259,no,11,aug,316,no
34,services,married,secondary,no,-451,yes,23,jul,498,yes
53,management,married,tertiary,no,261,no,19,aug,100,no
55,entrepreneur,married,tertiary,no,323,yes,13,may,200,yes
51,entrepreneur,single,tertiary,no,0,no,30,jan,643,no
58,retired,married,secondary,no,235,no,27,aug,88,no
35,blue-collar,married,primary,no,526,yes,2,feb,914,no
35,blue-collar,married,primary,no,4366,yes,28,may,173,no
31,technician,married,tertiary,no,0,yes,13,may,164,yes
32,student,married,secondary,no,833,yes,2,nov,227,no
59,retired,married,primary,yes,-13,no,11,aug,77,no
50,management,divorced,tertiary,no,405,no,2,apr,82,no
37,blue-collar,married,primary,no,3517,yes,23,may,445,no
30,services,married,secondary,no,699,yes,29,may,544,no
41,blue-collar,married,primary,no,943,yes,29,may,242,no
43,blue-collar,married,primary,no,794,yes,13,may,38,no
34,blue-collar,married,primary,no,503,yes,26,may,120,no
42,management,married,tertiary,no,-700,yes,14,may,110,no
33,management,married,tertiary,no,644,no,11,aug,99,no
26,services,single,secondary,no,335,no,29,jan,393,no
32,technician,single,secondary,no,719,yes,28,may,79,no
41,management,married,tertiary,no,-195,no,20,nov,112,yes
49,technician,divorced,secondary,no,972,no,16,nov,104,no
51,blue-collar,married,primary,no,5050,no,16,jun,75,yes
43,blue-collar,married,primary,no,232,no,15,may,45,yes
45,services,married,primary,no,2406,yes,20,apr,108,yes
42,entrepreneur,married,secondary,no,324,yes,15,jul,528,no
37,blue-collar,married,secondary,no,168,yes,17,apr,266,no
59,retired,married,secondary,no,374,no,29,aug,272,no
31,services,single,secondary,no,658,no,22,may,100,no
22,admin.,single,secondary,no,-1,yes,9,may,136,no
30,self-employed,single,secondary,no,280,no,5,may,92,no
52,admin.,divorced,unknown,no,0,no,26,aug,168,no
50,self-employed,married,primary,no,0,no,22,aug,125,no
34,admin.,married,secondary,no,2064,yes,26,may,165,no
30,blue-collar,married,secondary,no,128,yes,14,may,273,no
56,blue-collar,married,primary,no,0,yes,17,jul,82,no
31,technician,single,secondary,no,863,yes,3,feb,146,no
51,admin.,married,secondary,no,50,no,26,aug,178,no
33,services,single,secondary,no,187,yes,20,apr,168,no
47,blue-collar,married,secondary,yes,-614,yes,26,may,118,no
46,technician,married,tertiary,no,841,yes,6,may,158,no
44,services,divorced,secondary,no,206,yes,14,may,78,no
51,blue-collar,married,secondary,no,984,yes,7,apr,353,no
39,technician,single,secondary,no,201,no,6,jun,148,yes
41,technician,married,tertiary,no,585,yes,20,apr,60,no
33,management,single,tertiary,no,8514,no,20,aug,131,no
31,admin.,married,secondary,no,728,yes,15,may,152,yes
60,entrepreneur,divorced,secondary,no,80,yes,15,may,397,no
34,technician,married,secondary,no,1246,no,28,may,88,no
58,services,married,secondary,no,818,no,22,aug,283,no
36,admin.,single,unknown,no,1815,no,5,jun,387,no
42,technician,married,secondary,no,0,no,30,jul,351,no
44,services,divorced,secondary,no,210,no,12,may,111,yes
31,services,married,secondary,no,71,yes,17,jul,740,no
51,blue-collar,married,primary,no,1869,no,17,jun,30,no
59,admin.,married,primary,no,1040,no,31,jul,733,no
33,admin.,married,secondary,no,920,no,13,aug,111,no
47,blue-collar,married,secondary,no,668,yes,4,may,230,no
43,management,divorced,tertiary,no,36,no,13,feb,61,no
44,housemaid,married,primary,yes,-972,yes,16,may,114,yes
29,admin.,single,secondary,no,382,yes,12,may,460,no
30,admin.,married,secondary,no,-170,yes,26,may,130,yes
43,management,married,unknown,no,5172,yes,29,may,57,no
53,technician,single,tertiary,no,1,no,21,aug,190,no
46,blue-collar,married,secondary,no,922,yes,18,nov,296,no
41,management,married,tertiary,no,3016,yes,14,jul,80,no
44,blue-collar,married,primary,no,0,yes,30,jul,83,no
38,management,married,tertiary,no,1101,yes,9,nov,43,no
43,management,divorced,tertiary,no,3578,no,29,jan,376,no
41,blue-collar,married,primary,no,0,yes,6,may,238,yes
44,blue-collar,married,secondary,no,0,yes,21,jul,90,no
31,blue-collar,married,secondary,no,-190,yes,8,may,299,yes
59,self-employed,married,tertiary,no,185,no,4,feb,283,no
30,management,single,tertiary,no,156,yes,9,jun,174,no
35,blue-collar,married,secondary,no,503,yes,9,may,57,yes
57,retired,married,secondary,no,485,no,2,feb,79,no
53,technician,divorced,secondary,no,392,yes,28,jan,70,no
35,blue-collar,married,secondary,no,625,no,13,may,267,no
49,services,married,primary,no,468,no,5,aug,608,no
41,management,married,secondary,no,280,yes,2,jun,88,no
40,services,married,secondary,no,181,yes,16,may,370,no
57,admin.,married,unknown,no,1401,no,21,aug,91,no
38,management,married,unknown,no,1349,yes,6,may,100,no
49,services,married,primary,no,5737,yes,29,may,417,no
38,management,married,tertiary,no,1187,yes,2,feb,157,yes
26,admin.,married,secondary,no,5231,no,17,jul,222,yes
34,admin.,married,secondary,no,3185,yes,13,may,520,no
58,management,married,tertiary,no,3228,no,19,aug,58,no
30,services,married,secondary,no,80,yes,8,may,185,no
52,blue-collar,divorced,primary,no,2800,no,19,jun,149,no
30,technician,single,tertiary,no,10,no,26,aug,276,no
52,blue-collar,married,secondary,no,331,no,8,aug,84,no
34,entrepreneur,married,secondary,no,223,no,11,aug,103,yes
33,blue-collar,married,primary,no,0,no,8,may,174,no
34,admin.,married,tertiary,no,35,yes,15,oct,76,no
23,admin.,married,secondary,no,299,yes,19,jun,104,no
37,blue-collar,married,primary,no,240,yes,11,may,259,no
59,management,married,unknown,no,3534,no,21,nov,216,no
42,management,married,tertiary,no,223,no,6,aug,92,no
50,admin.,divorced,secondary,no,-194,yes,13,apr,238,no
41,technician,divorced,secondary,no,1545,no,13,aug,183,yes
34,technician,single,secondary,no,440,yes,6,may,445,no
57,management,married,primary,no,2538,no,17,jul,485,yes
52,services,married,unknown,no,337,yes,19,may,85,no
61,retired,married,unknown,no,-492,no,4,jul,333,yes
31,technician,single,tertiary,no,53,no,28,jan,97,no
27,student,single,secondary,no,91,no,4,dec,157,no
48,blue-collar,single,primary,no,316,no,5,jun,560,no
27,management,single,unknown,no,3196,no,9,feb,10,no
37,blue-collar,married,secondary,no,2697,yes,20,apr,430,no
28,student,single,tertiary,no,3,no,11,nov,135,no
34,services,married,secondary,no,244,no,4,feb,696,no
42,services,single,unknown,no,410,no,21,nov,34,no
39,admin.,married,secondary,no,159,no,19,nov,177,no
30,management,married,tertiary,no,6432,yes,21,nov,206,no
35,blue-collar,married,secondary,no,-701,yes,7,may,531,yes
43,housemaid,single,primary,no,24,no,31,jul,35,no
33,management,married,tertiary,no,296,no,16,jul,90,no
24,blue-collar,single,secondary,no,1,yes,11,may,79,no
39,technician,married,secondary,no,1965,yes,2,jun,65,no
27,technician,single,tertiary,no,501,no,30,jan,370,yes
50,blue-collar,married,secondary,no,3558,no,26,aug,84,no
30,blue-collar,married,secondary,no,177,yes,9,apr,62,no
52,technician,divorced,secondary,no,204,no,7,aug,134,no
30,admin.,married,secondary,no,46,yes,6,may,114,no
35,technician,divorced,secondary,no,2047,yes,1,oct,66,no
36,admin.,single,secondary,no,810,yes,17,jun,296,no
39,management,single,tertiary,no,1914,no,18,aug,94,no
43,admin.,single,secondary,no,56831,no,15,may,243,no
43,admin.,single,secondary,no,386,no,12,oct,242,no
46,admin.,married,primary,no,469,yes,2,feb,75,no
33,admin.,married,tertiary,no,69,no,4,may,77,yes
56,entrepreneur,married,tertiary,no,-124,yes,15,may,374,no
60,retired,married,primary,no,600,no,19,aug,99,no
48,management,married,tertiary,no,3842,no,1,oct,168,no
31,blue-collar,married,secondary,no,-720,yes,15,may,112,yes
36,blue-collar,single,secondary,no,1127,yes,10,jul,455,no
24,student,single,secondary,no,423,yes,5,may,226,no
27,blue-collar,married,secondary,no,-59,no,8,jul,154,yes
36,admin.,married,secondary,no,0,yes,11,may,94,yes
29,technician,married,tertiary,no,1489,yes,28,may,430,no
42,self-employed,married,secondary,no,0,no,14,aug,277,no
44,management,married,tertiary,no,1451,yes,5,feb,80,no
42,blue-collar,married,unknown,no,452,yes,17,nov,359,no
39,entrepreneur,married,secondary,no,283,yes,26,may,126,no
45,management,single,tertiary,no,16,no,31,jul,59,no
36,blue-collar,married,primary,no,973,yes,23,may,293,yes
34,blue-collar,married,secondary,no,1257,yes,26,may,109,no
43,technician,married,secondary,no,-1701,yes,26,may,285,no
32,blue-collar,single,secondary,no,567,yes,7,may,275,no
38,technician,married,tertiary,no,-1,no,8,aug,188,no
29,blue-collar,married,secondary,no,3310,no,1,sep,367,no
28,blue-collar,married,primary,no,115,yes,28,may,78,no
33,management,single,tertiary,no,321,no,22,aug,227,no
43,admin.,married,secondary,no,71,no,7,may,180,no
42,unemployed,divorced,secondary,no,759,no,28,jan,97,no
33,management,married,tertiary,no,23,yes,6,feb,150,yes
32,technician,single,secondary,no,3297,no,11,aug,99,no
42,housemaid,single,secondary,no,578,no,28,jan,44,no
42,housemaid,married,primary,no,4279,yes,22,jul,98,no
29,blue-collar,single,secondary,no,234,yes,8,may,139,no
27,management,single,tertiary,no,1137,yes,8,may,26,no
38,management,single,tertiary,no,8669,yes,20,apr,5,no
45,entrepreneur,married,primary,no,488,yes,28,jul,90,no
32,management,single,tertiary,no,1077,no,5,aug,200,no
33,technician,married,secondary,no,4790,yes,20,apr,137,no
48,technician,married,secondary,no,256,yes,29,may,150,no
53,blue-collar,married,secondary,no,974,yes,26,may,197,no
23,technician,single,unknown,no,231,yes,7,may,560,no
41,blue-collar,married,secondary,no,196,yes,13,may,488,no
41,admin.,single,secondary,no,2002,yes,15,may,172,no
50,services,married,tertiary,no,218,yes,9,may,388,no
28,blue-collar,single,secondary,no,1011,yes,20,apr,204,no
54,retired,divorced,secondary,no,2761,no,16,jul,771,no
38,services,divorced,primary,no,92,yes,29,may,118,yes
27,self-employed,married,tertiary,no,10005,yes,14,apr,163,no
54,management,married,tertiary,no,1168,no,4,may,150,no
28,services,single,secondary,no,168,yes,7,may,128,no
32,technician,single,tertiary,no,1710,yes,15,may,439,no
39,services,married,secondary,no,207,no,6,jun,78,no
29,technician,single,secondary,no,18,no,3,feb,206,no
46,admin.,single,unknown,no,306,yes,11,may,289,no
37,entrepreneur,married,primary,no,8,yes,16,jul,46,yes
30,management,married,tertiary,no,-250,yes,20,jun,11,no
41,blue-collar,married,secondary,no,449,yes,12,may,313,yes
39,unemployed,married,secondary,no,1654,no,20,jun,264,no
38,blue-collar,married,primary,no,714,yes,29,may,225,no
55,management,single,tertiary,no,1498,no,25,aug,340,no
29,services,single,secondary,no,695,no,3,jul,97,no
36,technician,single,secondary,no,-15,yes,6,may,341,no
60,blue-collar,married,primary,no,14,yes,15,may,781,yes
43,services,divorced,secondary,no,-287,yes,20,apr,580,no
45,blue-collar,married,primary,no,0,yes,24,jul,137,no
36,management,divorced,tertiary,no,-978,yes,13,may,62,no
53,blue-collar,married,secondary,no,0,yes,7,may,407,no
41,self-employed,married,secondary,no,20,no,5,jun,333,no
51,blue-collar,married,secondary,no,700,no,8,aug,237,no
34,blue-collar,married,secondary,no,-58,yes,28,may,157,yes
29,management,single,tertiary,no,841,no,5,feb,217,no
35,self-employed,single,secondary,no,951,yes,19,nov,220,no
40,management,married,tertiary,no,-63,no,2,jul,196,yes
26,student,single,tertiary,no,641,yes,15,may,55,no
32,technician,single,tertiary,no,195,yes,22,aug,239,no
31,technician,married,tertiary,no,11,no,27,aug,651,no
39,management,single,secondary,no,120,no,12,jun,66,no
30,technician,married,secondary,no,450,no,14,jul,72,yes
40,technician,married,secondary,no,8379,no,12,jun,52,no
32,blue-collar,married,primary,no,206,yes,20,may,205,no
46,admin.,single,secondary,no,1544,yes,29,may,609,no
41,technician,married,secondary,no,2990,yes,30,may,62,no
35,entrepreneur,single,secondary,no,866,yes,19,nov,147,no
40,unemployed,single,secondary,no,1744,yes,21,may,465,no
58,management,married,secondary,no,-382,no,5,feb,398,no
48,blue-collar,married,primary,no,214,yes,18,nov,246,yes
37,technician,single,tertiary,no,147,no,7,may,416,no
59,management,divorced,tertiary,no,81,no,26,may,140,no
33,blue-collar,married,secondary,no,202,yes,17,apr,377,no
36,admin.,married,secondary,no,1314,yes,17,jul,330,no
40,blue-collar,married,secondary,no,-60,yes,21,jul,250,no
53,admin.,single,primary,no,0,yes,7,may,176,no
32,admin.,divorced,secondary,no,-331,yes,26,may,130,yes
32,blue-collar,married,primary,no,1504,yes,17,apr,131,no
43,services,divorced,unknown,no,2363,yes,17,nov,229,no
30,services,single,secondary,no,773,yes,4,jun,29,yes
31,admin.,married,secondary,no,941,yes,8,apr,213,no
35,unemployed,single,secondary,no,2116,yes,13,may,409,no
39,services,married,secondary,no,-971,yes,28,may,104,yes
57,management,married,tertiary,no,5,yes,8,jul,96,no
33,self-employed,divorced,tertiary,no,454,no,18,nov,134,yes
35,management,married,secondary,no,53,yes,18,nov,378,no
53,management,married,tertiary,no,2578,no,19,nov,299,no
50,entrepreneur,married,secondary,no,854,no,16,apr,198,no
46,unemployed,married,secondary,no,16397,no,18,nov,641,no
35,management,single,tertiary,no,687,yes,30,may,166,no
56,retired,married,secondary,no,1894,yes,15,may,189,no
54,admin.,divorced,secondary,no,0,yes,4,feb,330,yes
56,services,married,secondary,no,1150,no,17,nov,107,yes
43,management,married,tertiary,no,136,no,6,aug,120,no
40,technician,married,secondary,no,7313,yes,18,nov,241,no
38,management,married,tertiary,no,-239,yes,2,jun,221,no
43,management,married,tertiary,no,182,no,28,jan,152,no
46,technician,married,secondary,no,1590,yes,15,jul,59,no
29,blue-collar,married,secondary,no,-565,yes,18,jun,164,no
33,technician,single,secondary,no,930,yes,15,may,163,no
49,technician,married,secondary,no,1091,no,30,jul,47,no
53,blue-collar,divorced,secondary,no,640,yes,11,may,321,no
54,retired,single,primary,no,767,no,9,jun,42,no
33,technician,married,secondary,no,480,yes,30,jan,272,no
39,management,married,tertiary,no,1363,no,21,aug,294,no
38,admin.,single,unknown,no,446,yes,13,may,386,no
